dataset,source,seed,method,status,runtime_sec,checked,num_splits,min_accuracy_target,accuracy,selection_rate_g0,selection_rate_g1,di,fpr_g0,fpr_g1,fpr_gap,fair
wine_proxy,real_proxy,8,cart_group_threshold,NEAR-SAT,0.007113400000889669,361,,,0.9074074074074074,0.8076923076923077,0.5,0.6190476190476191,0.0,0.125,0.125,False
wine_proxy,real_proxy,8,cert_tree,UNSAT,1.2842483000003995,78608,17.0,0.8596774193548388,,,,,,,,False
diabetes_proxy,real_proxy,8,cart,SAT,0.0004945999990013661,0,0.0,,0.6917293233082706,0.46153846153846156,0.5294117647058824,0.8717948717948718,0.3142857142857143,0.2903225806451613,0.02396313364055297,True
diabetes_proxy,real_proxy,8,cart_group_threshold,SAT,0.007470500000636093,361,,,0.6917293233082706,0.46153846153846156,0.5294117647058824,0.8717948717948718,0.3142857142857143,0.2903225806451613,0.02396313364055297,True
diabetes_proxy,real_proxy,8,cert_tree,SAT,1.644747099999222,93312,18.0,0.6896440129449838,0.6917293233082706,0.4307692307692308,0.47058823529411764,0.9153846153846155,0.2857142857142857,0.22580645161290322,0.05990783410138248,False
synthetic_mild,synthetic,9,cart,SAT,0.0012382000004436122,0,0.0,,0.75625,0.21030042918454936,0.8016194331983806,0.26234447479082673,0.055900621118012424,0.6310679611650486,0.5751673400470362,False
synthetic_mild,synthetic,9,cart_group_threshold,SAT,0.011104400000476744,361,,,0.55,0.0,0.0,1.0,0.0,0.0,0.0,True
synthetic_mild,synthetic,9,cert_tree,SAT,1.865396299999702,78608,17.0,0.6580357142857143,0.6416666666666667,0.3090128755364807,0.3157894736842105,0.978540772532189,0.21739130434782608,0.17475728155339806,0.04263402279442802,True
synthetic_medium,synthetic,9,cart,SAT,0.001241699999809498,0,0.0,,0.8,0.168,0.8260869565217391,0.2033684210526316,0.0582010582010582,0.5949367088607594,0.5367356506597012,False
synthetic_medium,synthetic,9,cart_group_threshold,SAT,0.010991499999363441,361,,,0.5583333333333333,0.0,0.0,1.0,0.0,0.0,0.0,True
synthetic_medium,synthetic,9,cert_tree,UNSAT,1.890480000000025,78608,17.0,0.7053571428571429,,,,,,,,False
synthetic_extreme,synthetic,9,cart,SAT,0.0012259000013727928,0,0.0,,0.8229166666666666,0.04291845493562232,0.8906882591093117,0.0481857198595396,0.015544041450777202,0.6571428571428571,0.64159881569208,False
synthetic_extreme,synthetic,9,cart_group_threshold,SAT,0.010952100001304643,361,,,0.5479166666666667,0.0,0.0,1.0,0.0,0.0,0.0,True
synthetic_extreme,synthetic,9,cert_tree,UNSAT,1.8769171000003553,78608,17.0,0.8064285714285715,,,,,,,,False
breast_cancer_proxy,real_proxy,9,cart,SAT,0.0013710000002902234,0,0.0,,0.9064327485380117,0.9615384615384616,0.3870967741935484,0.4025806451612903,0.5,0.13333333333333333,0.3666666666666667,False
breast_cancer_proxy,real_proxy,9,cart_group_threshold,NEAR-SAT,0.008680700000695651,361,,,0.9064327485380117,0.9615384615384616,0.3870967741935484,0.4025806451612903,0.5,0.13333333333333333,0.3666666666666667,False
breast_cancer_proxy,real_proxy,9,cert_tree,UNSAT,1.6877266999999847,93312,18.0,0.8623115577889447,,,,,,,,False
wine_proxy,real_proxy,9,cart,SAT,0.00041620000047259964,0,0.0,,0.9259259259259259,0.8888888888888888,0.2962962962962963,0.3333333333333333,0.0,0.0,0.0,False
wine_proxy,real_proxy,9,cart_group_threshold,NEAR-SAT,0.0068787000000156695,361,,,0.8148148148148148,0.6666666666666666,0.2962962962962963,0.4444444444444444,0.0,0.0,0.0,False
wine_proxy,real_proxy,9,cert_tree,UNSAT,1.2772142000012536,78608,17.0,0.8838709677419355,,,,,,,,False
diabetes_proxy,real_proxy,9,cart,SAT,0.0004915999998047482,0,0.0,,0.7293233082706767,0.56,0.7241379310344828,0.7733333333333334,0.358974358974359,0.4642857142857143,0.10531135531135533,False
diabetes_proxy,real_proxy,9,cart_group_threshold,SAT,0.007492400000046473,361,,,0.49624060150375937,1.0,1.0,1.0,1.0,1.0,0.0,True
diabetes_proxy,real_proxy,9,cert_tree,SAT,1.6445063999999547,93312,18.0,0.6411003236245955,0.7142857142857143,0.41333333333333333,0.5689655172413793,0.7264646464646465,0.23076923076923078,0.32142857142857145,0.09065934065934067,False
